* DEMO HOTELS
* The original data was loaded from the application "Sample Hotel Search" on the day 2013-08-11
* using a resource type of: http://api.hotelsbase.org/search.php?longitude=14.421138&latitude=50.087533
*
* License (http://api.hotelsbase.org/documentation.php):
* Each page that uses hotelsbase data must link to hotelsbase.org, in any many you choose.
* Hotelsbase (http://www.hotelbase.org/) is licensed under a Creative Commons Attribution-ShareAlike 3.0 Unported License.
* Creative Commons License

NAME;NOTE;CITY;STREET;PHONE;STARS;HOME_PAGE;PRICE;ACTIVE
Nihonbashi Villa Hotel Tokyo;a Hotel in Tokyo,Japan.;-10;2-2-1 Bakura-Cho Nihonbashi Chuo-Ku Tokyo 103-0002 Japan;03-3668-0840;2;http://www.hotelvilla.jp/e/guide.html;32;true
Chisun Hotel Shinagawa West Tokyo;a Hotel in Tokyo,Japan.;-10;6-1-1 Nishi-Oi Shinagawa-ku;+81-3-3785-3211;3;http://chisunhotelshinagawawesttokyotokyo.priorguest.com/ja;48;true
Khaosan Tokyo Ninja Guesthouse;a Hostel in Tokyo,Japan.;-10;2-5-1 Nihonbash-Bakurocho Chuo-ku;+81-3-6905-9205;1;http://www.khaosan-tokyo.com/en/ninja/;26;true
YADOYA Guesthouse for Backpackers;a Place in Tokyo,Japan.;-10;2-18-6 Nakano;+81-3-3751-0007;1;http://www.backpackers-planet.com/backpackers-hostels-Tokyo-0005278.html;26;true
Newstar Hotel Ikebukuro Tokyo;a Hotel in Tokyo,Japan.;-10;61-6 Ikebukuro 2-chome Toshima;+81-3-3971-2237;3;http://www.sakura-hotel-ikebukuro.com/;57;true
Sakura Hotel Hatagaya Tokyo;a Hotel in Tokyo,Japan.;-10;1-32-3 Hatagaya Shibuya-ku Tokyo 151-0072;+81-3-3469-5211;3;http://sakura-hotel-hatagaya.com/;57;true
Weekly Mansion Ueno Tokyo;a Apartment in Tokyo,Japan.;-10;1-5-7 Matsugaya Taito-ku Tokyo 111-0036 Japan;1620518-5;3;http://wmt-tokyo.com/;57;true
Apa Hotel Ikebukuro-Eki-Kitaguchi;a Hotel in Tokyo,Japan.;-10;2-48-7 Ikebukuro Toshima-ku;;3;http://www.japan-hotels.net/hotel-asia/japan/tokyo/index.htm;58;true
Hotel Livemax Akihabara Tokyo;a Hotel in Tokyo,Japan.;-10;Sakuma Kanda-cho 2-12-8 Chiyoda-ku;;2;http://www.akihabarahotel.com/;44;true
Hotel Starplaza Ikebukuro Tokyo;a Hotel in Tokyo,Japan.;-10;2-10-2 Ikebukuro;+81-3-3971-2237;3;http://www.sakura-hotel-ikebukuro.com/;60;true
Hotel Villa Fontaine Hakozaki Tokyo;a Hotel in Tokyo,Japan.;-10;20-10 Hakozaki-cho Nihombashi Chuo-ku;;3;http://www.tokyohotelreservation.com/;60;true
Apa Hotel Kodenmacho Ekimae;a Hotel in Tokyo,Japan.;-10;14-20 Nihonbasiodenma-cho Chuo-ku;;3;http://www.japanican.com/hotels/shisetsudetail.aspx?st=4011A78;61;true
Pearl Hotel Ryogoku Tokyo;a Hotel in Tokyo,Japan.;-10;1-2-24 YOKOAMI SUMIDA-KU;130-0015;3;http://www.pearlhotels.jp/en/ryogoku/index.html;61;true
Hotel Trusty Bayside Tokyo;a Hotel in Tokyo,Japan.;-10;3-1-15 Ariake Koto-ku;135-0063;4;http://www.trusty.jp/tokyobayside/;78;true
Horidome Villa Hotel Tokyo;a Hotel in Tokyo,Japan.;-10;1-10-10 Nihonbash iHoridomecho Chuo-ku;103-0012;2;http://www.horidomevilla.jp/e/guide.html;47;true
Shinagawashuku;a Hotel in Tokyo,Japan.;-10;1-22-16 Kita-Shinagawa;(1603-1868;2;http://bp-shinagawashuku.com/;47;true
Monterey Hanzomon Hotel Tokyo;a Hotel in Tokyo,Japan.;-10;23-1 Ichiban-cho Chiyoda-ku;;4;http://www.tokyo-hotels-offers.com/hotels/monterey-hanzomon-hotel-ylyyry.html;80;true
Hostal Centro Historico Regina;a Hostel in Mexico City,Mexico.;-11;February 5 53 Regina Esq. Historical Center;5709 4192;1.5;http://www.hostalcentrohistoricoregina.com/;10;true
New York Hotel Mexico City;a Hotel in Mexico City,Mexico.;-11;Edison #45 Col Tabacalera;;3;http://www.city-data.com/forum/world/197754-new-york-city-mexico-city.html;22;true
Hostal La Buena Vida;a Place in Mexico City,Mexico.;-11;Mazatlan 190;;2;http://hostalenmexico.com/;18;true
Hotel Principal;a Hotel in Mexico City,Mexico.;-11;Bolívar 29 Col. Centro;+(951)5162535;3;http://www.hotelprincipaloaxaca.com/;25;true
Hostel Amigo;a Hostel in Mexico City,Mexico.;-11;Isabel La Católica 61 Col.Centro Del. Cuauhtémoc;;1;http://www.hostelamigo.com/;13;true
Sybharis Hotel Mexico City;a Hotel in Mexico City,Mexico.;-11;James Sullivan 163;1-800-434-4350;3;http://www.i4mexicocity.com/;26;true
Hostal Casa Vieja;a Hostel in Mexico City,Mexico.;-11;Cerrada de Londres 7 Col Juarez;52 (5) 282 00 67;1;http://casavieja.com/;14;true
Hostel Suites DF;a Hostel in Mexico City,Mexico.;-11;Jesus Teran 38 Colonia Tabacalera;;1;http://www.hotelitermexicodf.com/;14;true
Hotel El Salvador;a Hotel in Mexico City,Mexico.;-11;República del Salvador No. 16;627945-5;3;http://www.letsbookhotel.com/en/mexico/mexico-city/hotel/hotel-el-salvador.aspx;30;true
Hotel Premier Mexico City;a Hotel in Mexico City,Mexico.;-11;Atenas No 72;5566-2700;3;http://www.hotel-premier.com/index2.htm;30;true
Posada Viena Hotel;a Hotel in Mexico City,Mexico.;-11;Marsella 28 Esq. Dinamarca Zona Rosa;01 (55) 55-92-73-1;4;http://www.posadavienahotel.com/thehotel.html;39;true
Lark Hotel Mexico City;a Hotel in Mexico City,Mexico.;-11;Mariano Azuela 12;55-5566-7244;4;http://www.larkhotel.com.mx/;41;true
Hotel El Ejecutivo;a Hotel in Mexico City,Mexico.;-11;Viena 8 Col Juarez;1-800-403-4176;3;http://www.hotel-rates.com/mexico/mexico-city/hotel-el-ejecutivo.html;34;true
Avilla Apartamentos Hotel Mexico City;a Hotel in Mexico City,Mexico.;-11;Sombrereros 9 - Colonia Tabacalera Delegación Cuauhtemoc;;3;http://www.hotelmexicocityapartmentsavilla.com.mx/Ingles/index.html;36;true
Quality Inn Mexico City Torre Lindavista;a Hotel in Mexico City,Mexico.;-11;Miguel Bernard 670;;4;http://www.qualityinn.com/mexico_city-MX-hotels;46;true
Hotel Ritz Ciudad de Mexico;a Hotel in Mexico City,Mexico.;-11;Madero 30 Col Centro;;4;http://www.ciudad-de-mexico.com/;47;true
Galeria Plaza;a Hotel in Mexico City,Mexico.;-11;Hamburgo 195;;5;http://mexicocity-galeriaplaza.com/default.asp?HotelID=97277;57;true
Hotel Del Principado;a Hotel in Mexico City,Mexico.;-11;Londres 42 Col Juarez Delegacion Cuauhtemoc;1177857396;3;http://www.hoteldelprincipado.com.mx/;38;true
Quality Zona Rosa Suites Mexico;a Hotel in Mexico City,Mexico.;-11;Liverpool No. 197;;5;http://zona-rosa-suites-mexico.h-rez.com/;59;true
BEST WESTERN Majestic;a Hotel in Mexico City,Mexico.;-11;Avenue Madero 73. Col. Centro;+52 (998) 2873674;4;http://www.bestday.com/Mexico/Hotels/Hotel_Majestic/;50;true
Creekside Amorsolo Hotel;a Hotel in Makati City,Philippines.;-12;Creekside Mall Amorsolo St. Cor. V.A. Rufino St. Lezapi Village; +63 2 817 8726;3;http://www.creeksideamorsolohotel.com;23;true
Leesons Residences;a Hotel in Manila,Philippines.;-12;944 Remedios Street corner San Pascual Malate; +63 2 474 8097;2.5;http://www.leesonsresidences.com;22;true
Amax in Makati;a Hotel in Makati City,Philippines.;-12;7554 Santillan Street Barangay Pio Del Pillar;(632) 812-9035;1;http://www.philippines-travel-guide.com/amax-in-makati.html;13;true
The Contemporary Hotel;a Hotel in Quezon City,Philippines.;-12;#8 G. Araneta Avenue;;5;http://www.themirahotel.com/en/default.aspx;39;true
Agustina Serviced Apartments Quezon City;a Hotel in Quezon City,Philippines.;-12;No. 9 18th St. Brgy Kalusugan (New Manila);2098647-35;3;http://www.gardenheights-quezoncity.com/faqs.php;27;true
Kabayan Hotel Pasay;a Hotel in Caloocan City,Philippines.;-12;535 Caimito Road corner McArthur Highway (near Monumento);(+632)702-2700;3;http://www.kabayanhotel.com.ph/contact.html;28;true
Broadway Court;a Hotel in ,National Capital Region,Philippines.;-12;#16 Broadway Ave.,National Capital Region,Philippines; +63 2 726 2931;3.5;http://www.broadwaycourt.com;33;true
Broadway Court Apartelle Quezon City;a Apartment in Quezon City,Philippines.;-12;16 Broadway Avenue;+632-726-2931;3;http://www.broadwaycourt.com/;30;true
Isabelle Royale Hotel & Suites;a Hotel in Makati City,Philippines.;-12;Valdez Street Barangay Poblacion;(632) 899 0930;3;http://www.isabelleroyalemakati.com/;31;true
Fersal Hotel _ Annapolis, Cubao;a Hotel in ,National Capital Region,Philippines.;-12;49 Annapolis Street,National Capital Region,Philippines;(632) 912-8000;3.5;http://www.fersalinn.com.ph;35;true
Fersal Inn - Annapolis;a Hotel in Quezon City,Philippines.;-12;No. 49 Annapolis Street Cubao;;3;http://www.fersalinn.com.ph/annapolis/;33;true
Great Eastern Hotel Makati;a Hotel in Makati City,Philippines.;-12;7842 Makati Avenue;+63 2  3718282;3;http://www.greateasternhotelmanila.com/;33;true
Great Eastern Hotel Quezon City;a Hotel in Quezon City,Philippines.;-12;1403 Quezon Avenue Quezon City;+63 2  3718282;3;http://www.greateasternhotelmanila.com/;33;true
Robbinsdale Residences;a Hotel in Quezon City,Philippines.;-12;14 Araneta Avenue corner Palanza Street; +63 2 716 1262;3;http://www.robbinsdalehotel.com;33;true
The New Camelot Hotel Quezon City;a Hotel in Quezon City,Philippines.;-12;# 35 Mother Ignacia Avenue Diliman;373-2101;3;http://www.camelothotel.com.ph/;34;true
Hotel Sogo Pasay Rotonda;a Hotel in Pasay City,Philippines.;-12;302 Ground Floor Giselle Park Plaza EDSA corner Taft Avenue;852-7646;2;http://www.hotelsogo.com/branch/pasay_rotonda.html;26;true
Fersal Hotel Manila;a Hotel in Manila,Philippines.;-12;No. 1455 A. Mendoza Street corner Alvarez Street Sta. Cruz;(632) 912-8000;3;http://www.fersalinn.com.ph/;35;true
The Oasis Park Hotel;a Hotel in Manila,Philippines.;-12;1032-34 Belen Street Paco;(632) 521-2371;3;http://www.oasispark.com/;36;true
Lourdes Suites;a Place in Makati City,Philippines.;-12;8429 Kalayaan Avenue corner Makati Avenue; +63 2 897 3888;4;http://www.lourdessuites.ph/;45;true
Makati Prime Tower Suites;a Hotel in Makati City,Philippines.;-12;Kalayaan Avenue Corner Mercaso St. Bel-air; +63 2 750 3010;3;http://www.makatiprimetowersuites.com;36;true
Asia Star Hotel;a Hotel in Hanoi,Vietnam.;-13;20 Dao Duy Tu Street Hoan Kiem District;(+844) 3929 0711;3;http://asiastarhotel.vn/;12;true
Hanoi Ideal Hotel;a Hotel in Hanoi,Vietnam.;-13;32 Ly Thai To Str.;;3;http://www.hanoihotelclub.com/;14;true
Splendid Jupiter Hotel;a Hotel in Hanoi,Vietnam.;-13;No. 16 Tho Xuong lane Au Trieu str Hoan Kiem dist;(84-43) 9381 830;3;http://www.splendidjupiterhotel.com/;14;true
Dong Thanh Hotel Hanoi;a Hotel in Hanoi,Vietnam.;-13;19 Cua Dong Hoan Kiem;(84-4) 3923 3938;3;http://www.dongthanhhotel.com/;16;true
Tu Linh Palace Hotel;a Hotel in Hanoi,Vietnam.;-13;2B Hang Ga. Hoan Kiem;;3;http://tulinhpalacehotel.com/contact-us;16;true
The Time Hotel Hanoi;a Hotel in Hanoi,Vietnam.;-13;15 Hang Than str - Hoan Kiem Dist;4)39290680;3;http://timehotel.com.vn/;17;true
Advisor Hotel Hanoi;a Hotel in Hanoi,Vietnam.;-13;51 Nguyen Sieu Street Hoan Kiem;399 357 66;2;http://hanoiadvisorhotel.net/;13;true
Hanoi Guesthouse;a Hotel in Hanoi,Vietnam.;-13;14 Bat Su Street Hoan Kiem Dist;;2;http://www.indochinaguesthouse.com/vietnam/hanoi/thu_giang/thu_giang_guesthouse.php;13;true
Hanoi Stay Hotel;a Hotel in Hanoi,Vietnam.;-13;16C Trung Yen Dinh Liet Hoan Kiem;100 - 200;2;http://www.vietnamhanoihotel.com/;13;true
Hanoi Emotion Hotel;a Hotel in Hanoi,Vietnam.;-13;26-28 Hang Bot Street Dong Da Dist ( Old quarter );+84 4 384 898 48;3;http://hanoiemotionhotel.com/;18;true
Hanoi View 2 Hotel;a Hotel in Hanoi,Vietnam.;-13;48 Ngo Si Lien Alley Dong Da District;;3;http://hanoiview2hotel.com/;18;true
Hanoi Windy Hotel;a Hotel in Hanoi,Vietnam.;-13;23 Thong Phong Alley Ton Duc Thang Street;;3;http://windyhotel.com/en;18;true
Green Street Hotel;a Hotel in Hanoi,Vietnam.;-13;21 A Ma May Street Hoan Kiem;3828 0195;2;http://www.greenstreethotel.com/;14;true
Hanoi Municipal Hotel;a Hotel in Hanoi,Vietnam.;-13;13 Luong Ngoc Quyen Street Hoan Kiem District;;2;http://www.travelinhanoi.com/;14;true
Asia Garnet Hotel Hanoi;a Hotel in Hanoi,Vietnam.;-13;39 Nguyen Truong To Street Hoan Kiem District;16484912;3;http://www.asiarooms.com/en/vietnam/hanoi.html;19;true
Asia Palace Hotel 2 Hanoi;a Hotel in Hanoi,Vietnam.;-13;90B Nguyen Huu Huan Street Hoan Kiem District;+84 0904002668;3;http://hanoipalacehotel.com/;19;true
Hanoi Amazing hotel;a Hotel in Hanoi,Vietnam.;-13;21 Hang Phen;++84 4 39233398;3;http://www.hanoiamazinghotel.com/;19;true
Hanoi Triumphal Hotel;a Hotel in Hanoi,Vietnam.;-13;34 Hang Ga Street Hoan Kiem District;(+84) 988 355 498;3;http://hanoitriumphalhotel.com/;19;true
Apt EZ Holiday Hotel Hanoi;a Hotel in Hanoi,Vietnam.;-13;9A Tong Duy Tan Street Hoan Kiem District;4) 39 286 555;2;http://www.aptezholidayhotel.com/;15;true
Finnegans Hotel Hanoi;a Hotel in Hanoi,Vietnam.;-13;1 Phu Doan Hoan Kiem;+84 4 39381932;3;http://hanoifinneganshotel.com/;20;true
Hotel de Leopol International;a Hotel in Addis Ababa,Ethiopia.;-14;Jomo Kenyata Street (Next to Bambis Supermarket);+251 (11) 5507777;5;http://www.hoteldeleopolint.com/;92;true
Dimitri Hotel;a Hotel in Addis Ababa,Ethiopia.;-14;Yeka Business District Kebele 16-18 CMC Road Gurd Shola;+251 11 645 3307;3;http://dimitrihotel.com/;82;true
Destiny Addis Hotel;a Hotel in Addis Ababa,Ethiopia.;-14;Africa Avenue;+251-11-5521795;3.5;http://www.destinyaddis.com/hotelpage.htm;108;true
Jupiter International Hotel;a Hotel in Addis Ababa,Ethiopia.;-14;Marshal Tito Road Cazanchise;;4;http://www.jupiterinternationalhotel.com/;149;true
Radisson Blu Hotel Addis Ababa;a Hotel in Addis Ababa,Ethiopia.;-14;KIRKOS SUBCITY KEBELE 17-18 P.O. BOX 6933;+251 (1) 15 15 76;4;http://www.radissonblu.com/hotel-addisababa;177;true
Sheraton Addis;a Hotel in Addis Ababa,Ethiopia.;-14;Taitu Street;25111 5171717;5;http://www.sheratonaddis.com/;361;true
Meramees Hostel Cairo;a Hostel in Cairo,Egypt.;-15;32 Sabri Abou Alam Street;;5;http://merameeshotel.com/;12;true
New Garden Palace Hotel;a Hotel in Cairo,Egypt.;-15;11 Modareat AlTahrir Street Garden City; +20 127722575;3;http://www.newgardenpalace.com;11;true
Cataract Pyramids Resort Cairo;a Resort in Cairo,Egypt.;-15;El Haraneya Sakkara Road Giza;;5;http://www.cataracthotels.com/;20;true
Juliana Hotel Cairo;a Hostel in Cairo,Egypt.;-15;8 Ibrahim Nagib Garden City;;4;http://juliana-hotel.com/;17;true
Isis Hotel;a Hotel in ,Kairo,Egypt.;-15;33B Ramsis,Kairo,Egypt; +20 2 8387333;4.5;http://www.isiscairo.com;19;true
Invitation Hotel Cairo;a Hotel in Cairo,Egypt.;-15;11 Ramsis Street Abdel Monem Riyad Square;33 (0) 1 45 31 25;5;http://www.cairo.com/cairo_egypt_category_287_cairo_hotels.html;21;true
Lotus Hotel;a Hotel in ,Kairo,Egypt.;-15;12, Talat Harb,Kairo,Egypt; +20 2 25750966;3.0;http://www.onlinecairoguide.com;14;true
Richmond House Hostel Cairo;a Hostel in Cairo,Egypt.;-15;41 Sheerif Street;;2;http://richmondhousehostel.com/cairo.htm;11;true
Arabian Nights;a Hotel in Cairo,Egypt.;-15;10 Al Aaded Shari El Gmalaiya;;2;http://www.arabiannighthotel.com;12;true
Cairo Palace Hostel;a Hostel in Cairo,Egypt.;-15;5 Imad El Din;;2;http://newpalacehotel.com/;12;true
Cecilia Hotel Cairo;a Hotel in Cairo,Egypt.;-15;47 El-Falaky Street Downtown;;2;http://ceciliahotel.net/;12;true
Wake Up Cairo Hostel;a Hostel in Cairo,Egypt.;-15;33 A Ramses Street;;4;http://www.wakeupcairohostel.com/;21;true
New Palace Hotel Cairo;a Hotel in Cairo,Egypt.;-15;17 Soliman El Halaby street From Emad El Dee;;3;http://newpalacehotel.com/;17;true
City Plaza Hostel;a Hostel in Cairo,Egypt.;-15;3 (26 july street) sixth floor - Downtown;;1.5;http://cityplazahostel.com/;11;true
Middle East Hotel Cairo;a Hotel in Cairo,Egypt.;-15;85 King Faisal Street;;4;http://allcairojobs.com/all_hospitality_tourism_jobs_in_cairo_egypt_middle_east_567.html;25;true
Lotus Hotel Cairo;a Hotel in Cairo,Egypt.;-15;12 Talaat Harb Street;053 114 110 - 5;2;http://lotushotel.com/;15;true
Museum View Hotel Cairo;a Hotel in Cairo,Egypt.;-15;2 Champilion Street;;3;http://www.cityview-hotel.com/;20;true
Sun Hotel Cairo;a Hostel in Cairo,Egypt.;-15;2 Tallat Harb st;00202 ( 5781786;2;http://www.sunhotelcairo.com/;15;true
Delta Pyramids Hotel;a Hotel in Cairo,Egypt.;-15;End Of King Faisal Road; +20 2 3833000;4;http://www.delta-pyramids-hotel.com/;26;true
African House Hotel;a Hostel in Cairo,Egypt.;-15;15 Emad El Din Street;;1;http://africanhousehostel.com/;11;true
City 54 Hotel & Hostel Berlin;a Hostel in Berlin,Berlin,Germany.;-16;Chausseestrasse 54;;3;http://www.city54hostel.de/en_Default.aspx;12;true
Metropol Hostel Berlin;a Hotel in Berlin,Berlin,Germany.;-16;Mehringdamm 32; +49 30/25940890;3;http://www.metropolhostel-berlin.com;13;true
Pangea People Hostel Berlin;a Hostel in Berlin,Berlin,Germany.;-16;Karl-Liebknecht-Str. 34 Mitte;;2;http://pangeapeoples.com/;11;true
Amstel House Hostel;a Hostel in Berlin,Berlin,Germany.;-16;Waldenserstrasse 31;+49-30-395 40 72;2;http://www.amstelhouse.de/;12;true
Happy Bed Hostel Berlin;a Hostel in Berlin,Berlin,Germany.;-16;Körnerstraße 53;;2;http://www.hostelsberlin.net/;12;true
Meininger Hotel Berlin Prenzlauer Berg;a Hostel in Berlin,Berlin,Germany.;-16;Schönhauser Allee 19; +49 30/66636100;3;http://www.meininger-hotels.com;17;true
PLUS Berlin;a Hostel in Berlin,Berlin,Germany.;-16;Warschauer Platz 6-8;;3;http://www.plusberlinhotel.com/;17;true
Hostel Singer109 Berlin;a Apartment in Berlin,Berlin,Germany.;-16;Singer Strasse 109;+49 (0) 30 868 787;3;http://www.singer109.com/index.php?l=en;20;true
Agon Aldea Hotel Berlin;a Hotel in Berlin,Berlin,Germany.;-16;Bülowstrasse 19-22;;3;http://www.berlinhotel.co.uk/agon-aldea-hotel-berlin.htm;22;true
Generator Hostel Berlin;a Hostel in Berlin,Berlin,Germany.;-16;Storkower Strasse 160; +49 30/4172400;1;http://www.generatorhostels.com;11;true
Amadeus Hostel Berlin;a Hostel in Berlin,Berlin,Germany.;-16;Brunnenstrasse 70-71; +49 30/46068635;1;http://www.amadeus-hostel-berlin.com;12;true
Gay Hostel Berlin;a Hostel in Berlin,Berlin,Germany.;-16;Motzstrasse 28;+49 30 236 236 10;3;http://navigaytor.net/gayhotel/index.php/cat/2/Germany/Berlin;24;true
Hotel Aida Berlin;a Hotel in Berlin,Berlin,Germany.;-16;Knesebeckstrasse 29;+49(30)26050;3;http://www.hotel-berlin.de/en/hotel-berlin.html;24;true
Hotel Aldea Novum;a Hotel in Berlin,Berlin,Germany.;-16;Bülowstr. 19-22;+49 800 600 80 81;3;http://www.hotel-berlin-aldea.de/default.aspx?lang=en;25;true
History Hostel;a Hostel in Berlin,Berlin,Germany.;-16;Stresemannstr. 72 Kreuzberg; +49 30/26395173;1;http://www.history-berlin.de;13;true
Three Little Pigs Hostel Berlin;a Hostel in Berlin,Berlin,Germany.;-16;Stresemannstrasse 66;;1;http://www.three-little-pigs.com/;13;true
Gates Hotel;a Hotel in Berlin,Berlin,Germany.;-16;Knesebeckstrasse 8-9;+49 30 311 060;3;http://www.hotel-gates.com/default.aspx?lang=en;27;true
Berolina Hotel an der Gedaechtniskirche;a Hotel in Berlin,Berlin,Germany.;-16;Rankestrasse 35;;3;http://www.berolinahotels.de/en/kudamm/home.html;28;true
Hostel Sunshinehouse Berlin;a Hostel in Berlin,Berlin,Germany.;-16;Wexstrasse 8; +49 30/8262079;4;http://www.sunshinehouse-berlin.de;35;true
Grand City Hotel Berlin East;a Hotel in Berlin,Berlin,Germany.;-16;Landsberger Allee 203; +49 30/97808 ext. 0;4;http://www.hotel-berlin-city-east.com;36;true
New Royal Hotel;a Hotel in New Delhi,Delhi,India.;-2;1643, S.P.Mukherjee Marg,New Delhi,Delhi,India; +91 11 2396 3233;4.0;http://newroyalhotel.co.in;16;true
Hotel Delhi Continental;a Hotel in New Delhi,India.;-2;8218-19 Arakashan Road Street No. 6 Pahar Ganj;91-11-25712759;2;http://metrocontinental.com/;11;true
Hotel Hi-Life;a Hotel in New Delhi,India.;-2;8280 Arakashan Road Street No. 6 Pahar Ganj;+44 (0)1253 608910;2;http://www.hi-life.co.uk/travel.aspx;11;true
Hotel Shiv Palace;a Hotel in New Delhi,India.;-2;8186 Arakashan Road Street No. 6 Pahar Ganj Near New Delhi Railway Station;+91-11-23582825;2;http://hotelstarpalacedelhi.com/;11;true
Woodland Deluxe;a Hotel in New Delhi,India.;-2;8235/6 Multani Dhanda Arakashan Road;9810290525;2;http://hotelwoodland.com/;11;true
New Royal Hotel New Delhi;a Hotel in New Delhi,India.;-2;1643 S.P. Mukherjee Marg;110005 (;3;http://www.hotelroyalholidays.com/;15;true
Hotel City Palace;a Hotel in New Delhi,Delhi,India.;-2;Ak-12, Arakashan Road,Near Sanjeevan Hospital,New Delhi,Delhi,India; +91 11 4154 1775;3.5;http://www.avenuegroupofhotels.com;17;true
Hotel The Spot;a Hotel in New Delhi,Delhi,India.;-2;867-868 Gali Chandiwali,New Delhi,Delhi,India; +91 11 2358 0168;4.0;http://www.hotelthespot.in;19;true
Aman New Delhi;a Hotel in New Delhi,India.;-2;Lodhi Road;;5;http://www.amanresorts.com/amannewdelhi/home.aspx;24;true
